Record_ID,Country,City,Date,PM2_5,PM10,NO2,SO2,CO,O3,Temperature_C,Humidity,Wind_Speed_kmh,AQI
AQ_006254,China,Chongqing,2025-01-05,9.1,16.3,13.2,8.6,4.9,10.0,12.0,30.5,2.6,11.0
AQ_008868,Mexico,Culiacán,2025-03-29,27.1,44.8,6.0,2.0,2.4,17.6,7.6,76.6,6.4,22.0
AQ_015654,Russia,Voronezh,2025-02-06,20.9,45.4,23.4,8.0,6.1,10.0,16.5,66.5,3.4,23.0
AQ_016950,France,Villeurbanne,2025-02-18,6.3,13.1,15.0,12.7,1.0,10.0,22.7,44.3,2.7,9.0
AQ_010640,Turkey,Batman,2025-03-25,63.4,111.6,7.0,12.8,2.2,10.0,13.5,91.2,3.8,51.0
AQ_008533,India,Chennai,2025-03-13,5.4,13.1,8.6,6.7,2.2,10.0,9.8,48.5,7.8,8.0
AQ_005427,Japan,Yokohama,2025-01-10,6.8,10.3,,4.5,1.1,10.0,11.7,46.3,2.2,8.0
AQ_011528,Spain,Gijon,2025-01-02,5.0,11.7,9.0,10.3,3.7,17.5,0.2,80.9,7.5,8.0
AQ_012761,Japan,Nagoya,2025-02-11,60.9,109.0,26.8,2.0,1.5,13.4,14.3,84.0,5.1,51.0
AQ_012610,South Korea,Anyang,2025-03-22,21.6,38.7,29.7,5.3,2.6,10.0,18.3,62.0,6.9,22.0
AQ_007776,Iran,Kerman,2025-03-29,109.1,167.7,22.9,3.7,2.0,10.0,27.7,75.7,2.9,82.0
AQ_012178,Germany,Bielefeld,2025-02-01,8.1,11.5,21.7,14.6,3.6,10.0,24.4,100.0,1.9,11.0
AQ_009696,Spain,Gijon,2025-01-19,51.6,95.0,9.8,4.4,3.2,10.0,5.1,61.6,5.2,43.0
AQ_005746,Turkey,Ankara,2025-01-06,11.2,,6.3,4.1,3.1,26.6,25.3,60.3,4.3,12.0
AQ_014919,Spain,Las Palmas,2025-03-16,32.9,70.3,6.6,2.9,1.1,10.0,14.4,54.6,4.4,29.0
AQ_001369,China,Chongqing,2025-01-22,23.9,59.7,6.3,10.4,3.4,15.2,21.5,78.6,1.9,25.0
AQ_004723,South Africa,Cape Town,2025-01-20,13.6,31.7,12.9,2.8,1.9,10.0,23.3,86.1,2.5,15.0
AQ_012581,India,Jaipur,2025-03-20,22.5,37.3,13.0,5.1,2.1,10.1,18.7,82.6,2.3,20.0
AQ_014985,Spain,Vitoria,2025-02-07,13.9,32.0,13.4,3.5,3.9,10.0,13.7,85.8,4.4,15.0
AQ_009184,Italy,Turin,2025-03-16,29.2,58.6,11.2,4.8,2.9,,29.2,51.5,2.8,26.0
AQ_010591,Japan,Okayama,2025-03-29,6.6,14.5,5.0,13.2,1.6,10.4,22.2,35.1,3.3,8.0
AQ_002883,Mexico,Zapopan,2025-02-08,38.8,71.0,16.5,5.4,3.3,10.0,22.9,33.3,7.4,34.0
AQ_006217,South Africa,Durban,2025-02-22,78.6,125.0,16.2,16.5,1.5,11.6,23.3,83.1,1.7,61.0
AQ_014447,France,Lille,2025-02-01,15.2,25.1,14.1,6.1,4.1,10.0,20.4,50.7,7.6,15.0
AQ_004752,France,Strasbourg,2025-02-11,86.4,180.1,8.5,8.3,0.8,10.0,11.7,66.1,3.4,73.0
AQ_014435,Italy,Bari,2025-01-23,43.2,87.5,30.2,3.7,4.5,10.0,33.7,75.8,2.1,41.0
AQ_001301,UK,Birmingham,2025-03-12,7.1,12.9,6.8,2.2,1.3,10.0,9.9,68.0,1.7,7.0
AQ_004534,France,Nantes,2025-03-09,17.1,23.0,16.2,2.7,2.9,10.0,23.4,94.1,7.4,15.0
AQ_003409,Russia,Krasnoyarsk,2025-03-28,59.7,93.4,6.8,8.9,1.2,10.0,12.5,64.7,1.8,45.0
AQ_012537,Mexico,Zapopan,2025-01-04,5.0,11.1,29.2,2.0,1.2,11.7,8.9,88.3,3.2,10.0
AQ_000836,Australia,Newcastle,2025-03-16,25.3,54.5,16.8,5.2,1.0,10.0,12.6,28.7,4.7,25.0
AQ_010344,Canada,London,2025-01-15,22.5,44.9,5.0,7.3,3.6,10.6,15.8,80.1,5.8,20.0
AQ_000879,Spain,Bilbao,2025-01-18,19.2,32.4,13.3,15.4,4.3,11.4,23.7,74.6,2.5,19.0
AQ_007449,South Korea,Ansan,2025-02-12,9.4,21.0,7.9,9.2,1.6,11.7,22.8,62.3,2.4,11.0
AQ_014801,Japan,Fukuoka,2025-02-06,31.6,57.9,11.6,23.6,4.3,10.0,17.5,19.7,2.5,29.0
AQ_002986,Italy,Florence,2025-02-05,9.3,11.3,11.4,6.3,3.2,10.0,19.0,49.5,5.7,9.0
AQ_010577,Turkey,Denzli,2025-03-22,52.1,69.5,20.8,18.7,2.2,10.0,12.4,52.7,3.0,41.0
AQ_013138,USA,San Francisco,2025-01-02,61.1,81.8,6.1,7.2,0.9,10.0,36.0,74.5,5.0,43.0
AQ_012168,China,Dalian,2025-03-31,35.1,66.8,6.5,3.5,3.6,10.0,5.4,100.0,1.9,30.0
AQ_001433,India,Ahmedabad,2025-02-22,20.6,36.2,12.0,2.2,0.7,10.0,8.1,83.7,2.5,18.0
AQ_013780,Germany,Frankfurt,2025-01-28,13.7,23.1,25.3,5.7,2.9,20.7,5.0,29.8,4.3,16.0
AQ_002434,Australia,Bendigo,2025-02-20,18.6,23.4,10.9,4.9,4.0,10.9,12.1,84.0,11.5,15.0
AQ_005360,Mexico,Mexico City,2025-02-12,40.2,68.2,7.7,7.1,3.8,10.0,11.9,75.0,5.3,33.0
AQ_008100,France,Paris,2025-02-26,39.8,83.7,10.9,,1.6,10.0,12.2,64.2,2.9,36.0
AQ_015307,Mexico,Culiacán,2025-03-15,58.1,112.4,5.0,3.5,3.1,10.0,22.8,48.5,10.4,48.0
AQ_006085,Germany,Dusseldorf,2025-01-14,27.9,54.8,17.8,15.3,2.3,10.0,25.3,81.5,1.7,27.0
AQ_008240,Japan,Sagamihara,2025-03-15,27.7,66.7,6.2,12.8,0.8,10.0,17.7,49.2,3.7,27.0
AQ_007861,Brazil,Sao Luis,2025-01-21,5.0,11.1,6.3,4.3,2.3,10.0,17.7,58.4,2.3,6.0
AQ_009841,Japan,Hamamatsu,2025-03-29,31.4,75.6,14.9,2.5,2.5,13.2,-0.3,80.7,6.8,31.0
AQ_008654,Canada,Quebec City,2025-03-18,31.6,78.9,10.7,6.0,2.2,19.7,14.7,10.0,4.2,32.0
AQ_016828,Italy,Venice,2025-03-12,9.2,13.6,10.2,3.7,1.1,17.9,9.3,73.9,3.7,10.0
AQ_014736,South Korea,Incheon,2025-01-02,20.2,49.3,9.6,5.3,2.0,12.3,34.5,80.7,7.0,21.0
AQ_003326,Brazil,Maceio,2025-03-24,14.7,29.9,25.9,7.8,3.9,10.0,5.1,65.4,2.4,18.0
AQ_015243,Italy,Messina,2025-01-03,19.6,32.3,19.1,4.9,4.3,14.1,20.8,70.2,5.1,19.0
AQ_005542,France,Paris,2025-01-28,37.9,90.9,17.8,5.5,2.5,12.8,30.9,92.8,2.4,38.0
AQ_000468,India,Kolkata,2025-01-27,11.7,28.9,16.6,12.1,4.5,13.0,20.1,71.2,5.7,15.0
AQ_007663,India,Lucknow,2025-02-01,6.7,16.7,23.6,2.4,1.5,10.0,8.3,86.5,2.6,11.0
AQ_015406,Australia,Albury,2025-03-31,27.1,46.7,5.0,5.3,2.3,10.0,22.2,51.8,5.7,22.0
AQ_005660,USA,Charlotte,2025-02-13,30.0,62.2,8.2,6.1,3.1,12.8,4.3,81.0,3.0,27.0
AQ_012269,India,Jaipur,2025-03-12,11.8,22.7,10.0,4.6,3.4,10.0,1.4,71.3,4.0,12.0
AQ_000038,Spain,Bilbao,2025-03-21,18.0,43.3,6.9,2.5,2.6,10.0,28.6,34.5,1.8,18.0
AQ_011264,Australia,Ballarat,2025-01-12,23.4,32.3,6.6,11.3,1.6,10.0,10.8,22.0,4.2,19.0
AQ_017455,Brazil,Sao Luis,2025-01-23,12.7,16.0,8.9,7.0,1.8,11.6,16.7,85.0,2.2,11.0
AQ_000548,Turkey,Izmir,2025-02-17,12.2,26.8,9.1,6.7,1.9,15.0,18.5,79.7,,13.0
AQ_006106,Russia,Omsk,2025-02-11,7.1,11.4,22.8,22.5,0.9,20.9,-0.8,41.1,4.0,12.0
AQ_008600,Australia,Canberra,2025-01-13,18.9,36.2,7.5,7.4,2.6,10.0,10.1,18.3,5.5,18.0
AQ_010788,India,Vadodara,2025-02-24,32.2,43.6,40.8,5.6,2.8,13.7,20.1,71.3,5.4,29.0
AQ_014953,Mexico,Nezahualcóyotl,2025-03-20,24.5,29.4,15.4,13.4,0.8,10.9,19.6,75.0,2.9,20.0
AQ_003155,Canada,Toronto,2025-01-12,17.0,23.9,33.4,4.2,1.7,10.0,23.7,69.8,7.0,18.0
AQ_015190,UK,Edinburgh,2025-03-09,22.9,32.0,5.0,9.0,4.1,20.2,-2.8,32.8,3.3,19.0
AQ_000337,Iran,Mashhad,2025-01-19,11.6,20.6,17.0,10.4,1.2,10.0,20.9,83.7,5.5,13.0
AQ_014215,Germany,Wuppertal,2025-03-08,21.9,27.5,14.4,2.0,2.5,11.2,17.2,100.0,3.0,18.0
AQ_000085,South Korea,Suwon,2025-03-08,10.2,17.1,15.8,15.0,2.5,10.0,13.8,80.9,3.8,12.0
AQ_016478,Brazil,Natal,2025-03-27,28.3,49.0,9.3,5.5,1.4,10.0,10.7,36.5,7.3,24.0
AQ_017229,Brazil,Porto Alegre,2025-01-31,13.4,25.8,10.7,3.6,3.1,12.9,6.7,71.7,4.7,14.0
AQ_011299,Russia,Saint Petersburg,2025-01-08,17.8,37.0,6.7,6.3,1.3,10.0,13.1,67.9,3.8,17.0
AQ_008348,France,Villeurbanne,2025-01-12,30.5,63.6,8.4,2.7,2.1,15.1,21.4,54.3,2.0,28.0
AQ_005952,Turkey,Diyarbakir,2025-03-01,12.7,24.3,11.1,8.5,3.3,10.0,16.6,55.6,6.3,13.0
AQ_013132,South Korea,Bucheon,2025-01-09,20.7,41.7,5.0,8.2,1.0,10.0,20.5,40.9,2.5,19.0
AQ_016553,India,Patna,2025-02-01,26.0,52.8,5.8,2.7,1.5,10.0,0.7,48.1,5.4,23.0
AQ_009981,China,Xi'an,2025-01-09,9.1,12.7,14.5,4.7,0.6,10.0,17.4,63.4,3.6,10.0
AQ_013614,USA,Columbus,2025-01-03,11.0,17.4,13.2,14.4,1.7,10.0,23.5,35.5,4.4,12.0
AQ_000057,Germany,Frankfurt,2025-02-18,43.5,96.5,19.2,6.3,2.3,10.0,22.5,79.9,1.7,41.0
AQ_004465,Germany,Bielefeld,2025-02-17,5.0,10.0,8.2,10.8,0.9,10.0,19.4,73.8,3.2,7.0
AQ_010978,Iran,Rasht,2025-02-26,8.6,14.0,14.6,3.1,3.9,10.0,23.3,75.8,2.5,10.0
AQ_012512,Mexico,Saltillo,2025-01-21,13.0,28.5,5.2,5.0,3.0,10.0,2.3,80.5,5.3,13.0
AQ_010172,India,Mumbai,2025-03-19,11.4,24.1,10.6,4.1,2.5,10.0,13.5,70.0,2.9,12.0
AQ_005839,Iran,Zahedan,2025-02-19,13.8,30.9,14.2,13.6,2.2,10.0,15.8,62.8,5.8,16.0
AQ_014675,Canada,Ottawa,2025-02-23,24.0,55.1,16.2,5.1,2.8,11.0,14.1,58.6,3.4,25.0
AQ_014182,India,Surat,2025-01-27,84.3,201.9,18.4,6.5,2.7,18.4,12.4,91.7,11.8,79.0
AQ_002651,Australia,Gold Coast,2025-02-15,37.3,62.8,5.0,8.3,2.6,10.0,18.9,80.9,2.2,30.0
AQ_004324,Australia,Brisbane,2025-03-20,26.9,35.9,8.8,7.7,0.9,10.0,25.5,95.4,5.9,21.0
AQ_008487,Brazil,Sao Paulo,2025-02-12,20.3,24.8,25.2,30.9,1.4,10.6,10.5,77.5,2.8,21.0
AQ_010158,South Korea,Incheon,2025-02-18,5.0,10.0,50.3,5.8,1.2,20.4,6.7,58.7,6.9,14.0
AQ_003684,Italy,Turin,2025-03-21,10.2,18.4,42.8,5.4,3.0,10.0,13.8,57.7,6.3,16.0
AQ_017218,Australia,Wollongong,2025-02-03,15.2,37.6,5.0,6.7,1.7,10.0,20.8,46.7,3.2,16.0
AQ_003882,Spain,Madrid,2025-02-12,58.0,83.0,16.9,13.4,,12.0,2.8,77.5,5.4,45.0
AQ_012317,Spain,Cordoba,2025-03-31,35.9,48.3,6.4,10.9,1.5,10.0,5.8,25.0,4.8,27.0
AQ_010479,South Africa,Nelspruit,2025-01-04,23.5,34.3,30.7,12.5,1.1,58.6,16.4,88.8,4.2,26.0
AQ_015693,Italy,Messina,2025-01-11,16.8,24.0,15.6,4.9,2.9,10.2,7.8,67.6,4.5,15.0
AQ_014050,China,Chengdu,2025-01-30,12.2,18.9,6.3,5.6,2.2,10.0,12.5,37.0,9.4,11.0
AQ_017081,Turkey,Mersin,2025-03-11,16.3,29.0,6.7,4.6,3.2,10.0,15.1,25.5,2.7,15.0
AQ_012846,France,Toulon,2025-02-26,91.9,,35.2,13.2,1.9,11.9,7.9,100.0,4.0,86.0
AQ_012943,USA,Austin,2025-01-06,21.9,39.4,9.2,5.1,2.2,14.8,40.0,85.4,5.5,20.0
AQ_006487,China,Beijing,2025-01-09,91.2,201.3,5.0,2.0,3.9,10.0,10.2,79.9,2.9,79.0
AQ_014587,France,Montpellier,2025-03-18,78.5,165.9,6.9,10.6,2.1,13.7,7.0,76.3,1.8,68.0
AQ_010376,Mexico,Acapulco,2025-01-23,93.5,160.1,14.4,2.3,1.2,10.0,31.3,66.6,10.6,73.0
AQ_001402,Germany,Dortmund,2025-02-05,6.7,11.3,10.8,17.9,2.2,10.0,0.1,68.5,1.4,9.0
AQ_008475,Germany,Cologne,2025-01-27,6.9,10.2,11.8,9.6,6.2,10.0,11.7,84.4,2.7,9.0
AQ_013602,Australia,Albury,2025-03-21,25.0,58.2,7.1,5.2,1.0,10.0,40.0,44.3,5.1,24.0
AQ_010303,Germany,Berlin,2025-01-26,27.1,60.9,17.2,7.9,2.6,,22.2,41.9,5.1,27.0
AQ_011115,Italy,Messina,2025-01-24,6.5,15.9,26.6,6.0,3.9,10.0,0.8,75.6,5.4,11.0
AQ_009815,Russia,Nizhny Novgorod,2025-01-20,37.4,74.5,44.8,14.9,4.6,10.0,24.1,87.8,3.1,39.0
AQ_003436,Brazil,Curitiba,2025-03-21,48.7,106.7,14.4,3.5,5.4,23.2,4.5,53.1,2.2,45.0
AQ_009730,South Africa,Pretoria,2025-03-06,5.0,10.0,17.9,3.8,2.9,14.6,11.1,59.0,2.2,8.0
AQ_016483,Germany,Hamburg,2025-02-26,,342.4,7.2,11.1,1.2,13.7,7.5,58.4,7.8,129.0
AQ_013069,Canada,Edmonton,2025-03-17,31.2,57.0,28.7,7.1,2.9,10.0,13.6,83.6,2.7,30.0
AQ_001795,Italy,Taranto,2025-03-08,53.2,125.7,37.0,4.3,2.0,10.0,9.9,100.0,9.0,53.0
AQ_006508,Mexico,Cancún,2025-02-17,7.6,17.1,45.5,18.0,1.8,10.2,12.1,87.6,2.6,16.0
AQ_014682,Turkey,Malatya,2025-01-30,28.5,57.1,5.1,2.9,1.1,12.3,10.9,68.2,6.1,25.0
AQ_008420,Canada,Halifax,2025-03-20,14.9,26.5,5.0,13.3,1.9,10.0,17.7,71.8,4.2,14.0
AQ_004514,South Africa,East London,2025-01-24,157.7,243.6,5.0,3.3,2.3,10.0,6.0,32.8,3.1,114.0
AQ_011337,USA,Dallas,2025-03-21,45.9,88.6,12.6,5.7,2.9,10.9,19.8,78.3,2.1,40.0
AQ_001192,South Africa,Rustenburg,2025-02-22,42.9,87.2,17.6,3.0,6.4,14.3,26.8,69.0,4.5,39.0
AQ_013590,Turkey,Gaziantep,2025-03-18,35.5,77.2,27.9,8.6,2.4,10.0,4.5,69.6,4.3,36.0
AQ_001943,Italy,Rome,2025-02-20,27.3,41.3,11.8,9.8,5.0,10.0,25.3,60.3,5.0,23.0
AQ_004796,Germany,Bochum,2025-03-04,23.3,47.8,6.7,6.4,2.6,10.0,2.0,70.2,4.9,21.0
AQ_009338,Italy,Catania,2025-02-14,12.0,28.8,9.2,4.6,3.5,10.0,10.2,87.0,5.1,13.0
AQ_013461,USA,Columbus,2025-01-09,14.2,23.6,10.1,6.4,1.9,10.0,30.8,74.9,4.5,13.0
AQ_005551,Turkey,Erzurum,2025-02-22,19.5,28.7,16.7,4.3,4.8,10.0,20.4,34.7,12.2,18.0
AQ_001207,USA,Philadelphia,2025-01-18,60.1,105.3,9.4,6.6,1.9,18.3,25.9,33.1,9.7,49.0
AQ_004490,Iran,Qazvin,2025-02-28,92.7,157.4,19.8,11.7,4.6,14.8,15.6,81.4,5.3,74.0
AQ_010443,Italy,Rome,2025-03-04,8.0,19.7,29.1,12.9,3.0,16.1,16.9,61.9,6.4,14.0
AQ_005194,China,Shenyang,2025-02-24,24.4,55.4,,9.3,4.1,10.0,10.0,63.7,2.1,24.0
AQ_013724,Australia,Sunshine Coast,2025-01-09,6.5,15.3,17.9,4.5,2.4,14.4,20.7,78.4,5.5,10.0
AQ_017571,Russia,Saint Petersburg,2025-02-17,8.5,13.0,15.4,4.4,2.5,13.7,5.2,35.6,3.1,10.0
AQ_004683,Italy,Venice,2025-02-14,26.8,40.9,17.1,8.1,3.5,10.0,31.2,72.2,5.3,23.0
AQ_005526,South Africa,Johannesburg,2025-03-24,10.2,19.2,8.9,3.8,2.0,10.0,3.2,16.1,3.8,10.0
AQ_011396,Mexico,Acapulco,2025-03-21,15.9,34.7,16.5,4.4,2.2,10.4,-3.8,90.9,4.1,17.0
AQ_009152,Turkey,Istanbul,2025-01-13,5.3,10.0,5.0,2.9,1.3,13.3,4.7,61.4,2.1,6.0
AQ_009644,Italy,Naples,2025-02-12,75.9,134.2,7.3,5.8,1.4,13.4,11.5,31.7,7.4,60.0
AQ_012679,Spain,Valladolid,2025-02-27,5.0,10.0,14.1,8.1,2.7,10.0,4.8,71.7,4.3,8.0
AQ_014289,Germany,Hamburg,2025-01-22,78.7,161.4,5.0,11.4,1.1,12.2,30.0,60.0,2.0,67.0
AQ_001925,India,Hyderabad,2025-03-13,17.8,43.0,40.7,3.8,1.7,10.0,20.5,67.1,6.2,23.0
AQ_013274,South Africa,Pietermaritzburg,2025-02-14,44.5,56.1,5.0,6.8,2.5,10.0,20.1,72.7,2.2,31.0
AQ_005181,India,Kolkata,2025-02-06,84.2,190.2,9.3,9.1,1.8,10.0,-6.0,10.0,6.9,75.0
AQ_012938,Canada,Vancouver,2025-03-25,41.5,102.3,14.1,5.7,2.7,10.0,7.4,55.0,7.3,41.0
AQ_001721,South Africa,Cape Town,2025-02-08,22.9,33.8,5.0,18.4,2.5,22.6,11.9,89.7,3.2,20.0
AQ_001597,Mexico,Hermosillo,2025-02-24,26.4,51.8,14.3,11.7,1.8,11.3,20.1,93.3,2.7,25.0
AQ_010923,Germany,Bonn,2025-01-19,17.7,26.1,41.5,8.2,3.0,16.2,4.9,77.2,3.6,21.0
AQ_001824,USA,Houston,2025-03-22,58.5,92.9,5.0,8.1,2.7,10.0,0.2,63.0,4.0,44.0
AQ_015012,Canada,Montreal,2025-03-01,27.6,43.4,6.6,8.8,2.9,16.0,23.3,96.3,2.3,23.0
AQ_009692,Canada,Edmonton,2025-01-19,16.2,34.1,82.0,4.1,2.2,19.8,15.5,67.5,6.9,28.0
AQ_006297,UK,Portsmouth,2025-02-21,48.4,88.0,6.2,13.3,9.4,10.0,12.8,15.1,5.2,41.0
AQ_006673,UK,Glasgow,2025-01-06,5.2,10.1,19.2,7.6,2.5,10.0,35.2,60.2,5.1,9.0
AQ_017851,USA,Denver,2025-02-07,11.3,16.4,18.3,5.3,1.1,22.0,23.2,74.7,4.4,13.0
AQ_005282,Russia,Chelyabinsk,2025-01-12,8.8,15.6,6.8,6.3,1.4,15.0,17.2,65.4,3.6,9.0
AQ_000995,Germany,Bochum,2025-02-17,8.8,11.6,22.0,5.8,1.5,10.0,10.3,76.1,3.4,11.0
AQ_012612,Brazil,Goiania,2025-03-19,36.5,45.9,29.1,6.3,3.7,16.0,18.1,60.6,4.4,30.0
AQ_009158,Iran,Kerman,2025-01-02,17.0,23.0,11.1,5.9,2.9,15.2,12.9,65.1,11.4,15.0
AQ_005345,Australia,Launceston,2025-01-23,11.8,20.6,10.9,6.5,3.6,10.0,21.4,100.0,3.7,12.0
AQ_012526,China,Harbin,2025-02-01,17.0,38.2,21.7,4.3,1.2,10.0,16.0,48.4,3.0,19.0
AQ_011221,France,Saint-Etienne,2025-03-09,7.2,10.0,8.7,6.0,1.4,10.0,15.4,72.3,5.9,8.0
AQ_012934,Brazil,Recife,2025-01-01,,19.2,15.3,7.3,1.0,10.0,16.1,76.3,4.9,11.0
AQ_005718,Turkey,Bursa,2025-01-18,14.4,27.7,12.6,7.5,3.6,10.0,8.9,61.0,5.1,15.0
AQ_003184,Japan,Yokohama,2025-02-06,9.8,15.4,19.4,7.1,1.6,17.1,19.7,59.9,2.7,12.0
AQ_016826,Italy,Venice,2025-02-16,23.8,43.7,10.1,17.2,8.0,10.0,15.8,45.0,1.9,23.0
AQ_008624,Spain,La Coruna,2025-03-20,72.4,175.4,17.8,6.7,3.1,10.7,26.1,62.4,5.5,68.0
AQ_000730,Australia,Gold Coast,2025-02-15,39.5,88.7,7.9,20.6,1.2,10.0,8.3,,4.2,38.0
AQ_000662,Russia,Voronezh,2025-02-28,39.8,79.9,64.8,5.9,2.8,15.4,23.1,58.4,2.3,44.0
AQ_006355,Turkey,Adana,2025-03-05,10.0,18.4,36.3,3.6,3.9,10.0,21.6,59.2,5.3,14.0
AQ_015583,India,Kolkata,2025-02-17,5.0,10.0,44.1,3.1,0.7,12.2,22.3,77.2,3.9,12.0
AQ_017972,Mexico,Puebla,2025-01-23,16.4,38.0,10.2,4.5,1.7,13.5,5.0,46.0,4.2,17.0
AQ_011205,Canada,London,2025-02-06,14.1,19.2,24.8,2.5,2.4,27.5,28.7,70.7,2.4,16.0
AQ_006743,South Korea,Goyang,2025-02-07,27.9,46.4,16.7,4.4,1.3,14.7,29.5,79.8,5.2,25.0
AQ_006480,South Korea,Yongin,2025-02-26,14.0,18.2,5.0,2.7,2.1,10.0,37.8,68.2,4.7,11.0
AQ_009150,South Africa,Welkom,2025-03-23,28.4,66.8,14.9,4.7,3.4,10.0,28.3,88.6,7.1,28.0
AQ_002742,South Africa,Rustenburg,2025-02-09,55.4,93.2,51.0,3.8,1.7,10.0,17.3,64.8,6.5,50.0
AQ_000551,Germany,Essen,2025-02-23,6.3,13.0,20.3,13.8,3.4,15.2,4.6,83.7,3.4,11.0
AQ_016268,China,Dalian,2025-01-23,92.0,181.2,53.2,2.9,2.0,10.0,0.3,71.9,2.8,82.0
AQ_010770,UK,Bradford,2025-02-27,19.6,37.0,14.3,7.0,3.6,10.0,21.2,42.7,7.8,19.0
AQ_001865,Australia,Perth,2025-01-05,28.8,64.0,20.8,17.0,1.8,18.1,20.0,67.9,2.5,31.0
AQ_003116,Spain,Hospitalet,2025-03-18,14.1,22.0,9.0,5.0,1.7,10.0,24.6,75.7,7.2,13.0
AQ_003458,Australia,Cairns,2025-02-05,13.1,31.9,6.9,8.7,1.4,10.0,14.2,53.2,5.7,14.0
AQ_011950,Mexico,Cancún,2025-02-23,12.7,24.4,14.0,6.2,,12.5,-4.0,77.7,4.8,14.0
AQ_017399,Germany,Bonn,2025-02-18,69.6,145.5,6.5,9.7,0.6,16.0,23.2,78.8,6.8,60.0
AQ_014361,Turkey,Izmir,2025-02-12,17.2,31.6,9.9,4.3,2.3,12.4,28.3,57.4,5.2,16.0
AQ_000208,Japan,Kyoto,2025-03-15,27.1,36.2,15.0,6.5,1.6,12.2,14.4,60.0,5.8,22.0
AQ_006649,Italy,Florence,2025-03-25,12.7,18.3,18.6,8.7,2.4,15.3,-5.0,34.1,8.7,14.0
AQ_009047,Australia,Newcastle,2025-01-09,41.3,65.0,17.7,7.6,2.5,24.4,19.8,51.8,3.9,35.0
AQ_010561,Mexico,Mérida,2025-02-13,54.1,88.9,7.8,6.2,1.3,10.0,-10.0,60.0,5.3,42.0
AQ_005080,Iran,Tehran,2025-03-10,40.7,65.5,22.8,5.4,2.8,14.7,8.0,56.6,2.8,35.0
AQ_009892,Italy,Rome,2025-02-11,5.0,10.0,6.1,8.0,2.3,10.0,10.7,58.4,5.0,7.0
AQ_001510,Italy,Reggio Calabria,2025-02-09,20.1,24.9,7.6,3.8,1.2,19.0,20.8,61.2,4.4,16.0
AQ_006354,Canada,Kitchener,2025-02-15,14.1,21.9,7.7,2.2,,10.0,24.1,84.7,6.2,12.0
AQ_003222,China,Changsha,2025-02-02,18.1,42.7,16.0,12.1,2.3,11.9,9.0,49.8,5.4,20.0
AQ_011736,India,Thane,2025-03-30,15.9,38.2,15.7,2.1,1.0,10.0,25.0,24.1,13.7,17.0
AQ_013595,UK,Southampton,2025-03-03,36.7,48.4,24.6,7.8,3.2,10.0,17.4,100.0,9.0,30.0
AQ_006503,USA,Houston,2025-01-13,68.8,85.4,11.7,11.4,1.5,10.0,8.4,71.9,4.4,48.0
AQ_000623,India,Bhopal,2025-01-22,15.7,28.0,15.6,7.7,2.2,10.0,9.3,53.6,3.2,16.0
AQ_007048,France,Strasbourg,2025-02-16,14.4,26.3,16.4,7.0,2.2,10.0,,68.2,6.1,15.0
AQ_009734,Mexico,Juárez,2025-02-27,84.7,158.8,5.0,13.4,2.4,11.7,9.1,47.2,3.9,69.0
AQ_000353,Australia,Canberra,2025-02-06,8.2,14.1,28.4,19.6,1.3,12.2,25.9,31.6,5.9,13.0
AQ_003465,Australia,Cairns,2025-02-06,10.8,13.7,17.2,3.1,2.6,10.0,7.4,73.9,2.8,11.0
AQ_011752,Mexico,Aguascalientes,2025-03-14,109.8,197.5,5.9,12.1,1.1,25.0,14.9,95.1,5.2,87.0
AQ_012334,Iran,Zahedan,2025-01-28,31.4,69.8,16.1,7.8,2.2,10.0,25.4,93.3,4.9,31.0
AQ_007444,Brazil,Guarulhos,2025-01-13,8.3,13.3,23.6,7.2,1.3,10.0,14.8,52.3,3.9,11.0
AQ_003762,Turkey,Konya,2025-03-31,36.4,70.1,12.0,3.4,2.1,12.4,9.2,59.2,4.4,32.0
AQ_003441,UK,Bristol,2025-03-09,22.3,41.4,6.8,7.0,2.7,10.0,24.5,89.0,2.7,20.0
AQ_005715,Russia,Tyumen,2025-01-27,50.3,66.4,18.3,7.1,6.5,10.0,-0.1,74.6,2.9,38.0
AQ_005745,Spain,Alicante,2025-01-15,16.1,32.4,11.7,5.8,1.9,10.0,19.2,67.9,5.8,16.0
AQ_011091,South Korea,Daejeon,2025-03-11,19.1,29.0,10.4,4.2,0.9,10.0,29.2,76.7,4.6,16.0
AQ_009993,Turkey,Samsun,2025-01-15,68.8,103.6,30.7,17.3,6.4,10.0,2.8,100.0,3.5,56.0
AQ_008994,Germany,Stuttgart,2025-02-02,29.4,59.3,14.0,11.6,1.9,17.3,5.9,48.9,2.3,28.0
AQ_013659,Turkey,Van,2025-01-14,5.0,11.5,13.5,11.9,0.7,28.0,33.6,76.1,4.7,10.0
AQ_005873,Russia,Izhevsk,2025-01-20,11.3,24.4,7.4,6.1,1.7,15.1,13.0,49.7,7.6,12.0
AQ_001914,Italy,Taranto,2025-01-22,8.9,18.9,5.0,2.4,3.2,21.5,9.9,54.9,4.0,10.0
AQ_014460,Brazil,Fortaleza,2025-02-23,78.1,159.9,5.0,38.6,0.9,11.3,23.4,63.1,3.6,69.0
AQ_001186,Japan,Kawasaki,2025-03-21,63.3,140.1,5.0,3.9,1.9,10.0,10.8,76.9,4.8,55.0
